fips,geoname,gdp_per_capita_current,gdp_per_capita_baseline,growth_pct,baseline_start_year,baseline_end_year,population
01001,"Autauga, AL",28602.385136014578,30818.500301358934,-7.190859852601705,2021,2023,61464.0
01003,"Baldwin, AL",39023.86777162778,37604.32409340111,3.7749479945466513,2021,2023,261608.0
01005,"Barbour, AL",30698.333196485753,30256.88691549841,1.4589943843866582,2021,2023,24358.0
01007,"Bibb, AL",21397.83448647677,21019.84242477702,1.7982630604984617,2021,2023,22258.0
01009,"Blount, AL",19530.259461795456,17723.312599906683,10.195311128791396,2021,2023,60163.0
01011,"Bullock, AL",29562.165437834563,26649.395898584044,10.929964605333819,2021,2023,9901.0
01013,"Butler, AL",38476.117440841364,34972.87825127243,10.017017085064994,2021,2023,18256.0
01015,"Calhoun, AL",42649.44557533905,40897.92505759572,4.282663522114394,2021,2023,116427.0
01017,"Chambers, AL",29279.833200248424,26204.018480149298,11.73795050720634,2021,2023,33813.0
01019,"Cherokee, AL",24217.19335832887,23777.623167523892,1.848671701574256,2021,2023,26138.0
01021,"Chilton, AL",26689.560323304133,24993.05831001679,6.787892831056275,2021,2023,47262.0
01023,"Choctaw, AL",45899.7676734152,43998.04365785495,4.3222922145101705,2021,2023,12052.0
01025,"Clarke, AL",37648.270255622796,36407.521681955994,3.4079457110691935,2021,2023,22142.0
01027,"Clay, AL",30035.746892337946,30520.495281364038,-1.588271699254118,2021,2023,14239.0
01029,"Cleburne, AL",23419.176359635334,21624.445412667654,8.299546706138061,2021,2023,15905.0
01031,"Coffee, AL",32288.832109017352,30605.028899715137,5.501720697012269,2021,2023,56358.0
01033,"Colbert, AL",48435.57029854555,46505.713111505196,4.1497206642401085,2021,2023,58785.0
01035,"Conecuh, AL",35777.74777207669,33315.77336252699,7.389816177339248,2021,2023,11109.0
01037,"Coosa, AL",18393.450587892334,18046.992867664052,1.919753184194195,2021,2023,10291.0
01039,"Covington, AL",33993.032743456606,33229.33131802641,2.2982750333465196,2021,2023,37748.0
01041,"Crenshaw, AL",38138.55421686747,34219.07514145836,11.454076590925876,2021,2023,13114.0
01043,"Cullman, AL",35514.17865318993,34363.17687570731,3.349520859627808,2021,2023,92604.0
01045,"Dale, AL",62205.62446321928,59718.867586109496,4.164105880815794,2021,2023,50067.0
01047,"Dallas, AL",37086.65072443381,34446.86856036621,7.663344374660741,2021,2023,35545.0
01049,"DeKalb, AL",32605.166707693992,30885.72158878087,5.56711979019362,2021,2023,73122.0
01051,"Elmore, AL",26699.50132905692,23871.562472588088,11.846475737464512,2021,2023,91042.0
01053,"Escambia, AL",35466.284466284465,33810.858930612005,4.896135703236015,2021,2023,36630.0
01055,"Etowah, AL",30235.313496177583,28876.297709295974,4.706336666019717,2021,2023,103207.0
01057,"Fayette, AL",23215.596041101937,21978.095489735864,5.630608675551563,2021,2023,15863.0
01059,"Franklin, AL",32752.494195896343,31600.84031703441,3.644377387778297,2021,2023,31874.0
01061,"Geneva, AL",22541.28911552148,21982.218020500648,2.5432879179864365,2021,2023,27259.0
01063,"Greene, AL",30286.235442682755,27484.378335919962,10.194362311993732,2021,2023,7127.0
01065,"Hale, AL",18764.223339507807,17422.037443330137,7.7039548361865995,2021,2023,15116.0
01067,"Henry, AL",28496.720136706906,26887.62514290809,5.984518845552378,2021,2023,18141.0
01069,"Houston, AL",55643.71925461295,54676.32351757098,1.769313799475003,2021,2023,109366.0
01071,"Jackson, AL",30454.964670881367,29578.905075436767,2.9617715504016706,2021,2023,53780.0
01073,"Jefferson, AL",76960.09742096206,73874.07077646356,4.177415177020016,2021,2023,664744.0
01075,"Lamar, AL",25017.13062098501,24377.452044641617,2.624058392862283,2021,2023,13543.0
01077,"Lauderdale, AL",30655.49424627187,29409.592791268737,4.236377782738376,2021,2023,97502.0
01079,"Lawrence, AL",19222.837906277,19359.83109774024,-0.7076156334815842,2021,2023,33567.0
01081,"Lee, AL",38168.17942261521,37214.49280955176,2.562675294122707,2021,2023,187847.0
01083,"Limestone, AL",46222.503405020936,44523.82016787222,3.8152234708163313,2021,2023,118942.0
01085,"Lowndes, AL",46447.02161307327,41052.01436446497,13.14188190793939,2021,2023,9485.0
01087,"Macon, AL",33471.0061126714,30088.778378861036,11.240827697366917,2021,2023,18159.0
01089,"Madison, AL",76145.7311239976,72867.3529696685,4.499104222564165,2021,2023,423355.0
01091,"Marengo, AL",45749.62186689715,42576.932988467765,7.451661394419196,2021,2023,18512.0
01093,"Marion, AL",33302.49292364356,32787.246494197265,1.5714842950824925,2021,2023,29323.0
01095,"Marshall, AL",39965.63099573202,38977.778388236016,2.5343994664255964,2021,2023,102156.0
01097,"Mobile, AL",58947.5892408916,54698.87557191728,7.767460710208152,2021,2023,412339.0
01099,"Monroe, AL",33091.147609802174,32369.434312944522,2.2296135603736555,2021,2023,19057.0
01101,"Montgomery, AL",69436.32411662106,65178.765593079916,6.532125125108501,2021,2023,225894.0
01103,"Morgan, AL",52496.8671679198,49647.67161878556,5.7388301530260755,2021,2023,126084.0
01105,"Perry, AL",25837.93237465993,23759.855313717988,8.746168836062495,2021,2023,7719.0
01107,"Pickens, AL",23289.01015776961,22251.784738810744,4.661313378381626,2021,2023,18508.0
01109,"Pike, AL",50221.19913053979,47581.8921809689,5.546872620224463,2021,2023,33124.0
01111,"Randolph, AL",22798.153205878527,22518.050402498604,1.243903439122085,2021,2023,23067.0
01113,"Russell, AL",29921.104067168617,28016.86621061766,6.796755362415596,2021,2023,58837.0
01115,"St. Clair, AL",24785.126951210706,23004.280250257958,7.741371090855065,2021,2023,96927.0
01117,"Shelby, AL",56368.74758972577,57075.909755140754,-1.2389853590573652,2021,2023,235969.0
01119,"Sumter, AL",29422.762126303092,26597.31663374811,10.623047172247091,2021,2023,11607.0
01121,"Talladega, AL",45396.436251920124,40436.216495943685,12.266775148149733,2021,2023,81375.0
01123,"Tallapoosa, AL",37218.826015381215,35165.870551286156,5.837920210452396,2021,2023,40699.0
01125,"Tuscaloosa, AL",47106.03535479164,44635.81301685105,5.534171265140908,2021,2023,241212.0
01127,"Walker, AL",30090.330983757278,27658.117499319236,8.79385042925611,2021,2023,65260.0
01129,"Washington, AL",70290.98415235052,59665.67732690828,17.80807208007742,2021,2023,15018.0
01131,"Wilcox, AL",39220.172326406486,34745.98168214429,12.876857776510754,2021,2023,9865.0
